Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team,Sales_Level,Sales_Performance,High_Sales_Flag
Gerlach LLC ,Dach PLC ,Deggendorf,Germany,48.8353,12.9644,Hospital,Private,Secrelazine Insonamic,Antipiretics,3.0,694,2082.0,November,2018,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Gerlach LLC ,"Wunsch, Mills and Walter Pharmaceutical Limited",Münster,Germany,51.9625,7.6256,Pharmacy,Retail,Sumanazole,Analgesics,156.0,529,82524.0,November,2018,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,1
Erdman  ,Stanton-Cole Pharmacy,Düren,Germany,50.8,6.4833,Pharmacy,Institution,Imiderm Vibranovate,Antipiretics,,390,140400.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,1
Gerlach LLC ,White Inc Pharmacy,Bad Homburg,Germany,50.2292,8.6105,Hospital,Government,Brimorix Amonine,Antibiotics,5.0,398,1990.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Koss   ,Mills Inc Pharmacy,Bremen,Germany,53.1153,8.7975,Pharmacy,Retail,Cephozumab Synmethate,Antibiotics,10.0,768,7680.0,November,2018,,Tracy Banks,Bravo,Altas,Alto,0
Koss   ,Mraz Group Pharmaceutical Limited,Schweinfurt,Germany,50.05,10.2333,Pharmacy,Retail,Argalazine Abostryl,Antipiretics,20.0,628,12560.0,November,2018,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Kozey-Emmerich ,McDermott Inc Pharma Plc,Staßfurt,Germany,51.8667,11.5667,Pharmacy,Retail,Ergomethate,Mood Stabilizers,144.0,604,86976.0,November,2018,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,1
Gerlach LLC ,Marquardt-Ryan Pharma Plc,Sondershausen,Germany,51.3667,10.8667,Pharmacy,Institution,Invisteride Diclomycin,Mood Stabilizers,3.0,452,1356.0,November,2018,Mary Gerrard,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,"Beahan, Littel and Ondricka ",Memmingen,Germany,47.9878,10.1811,Pharmacy,Institution,Bexridol,Antipiretics,42.0,80,3360.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Gerlach LLC ,"Steuber, Skiles and Kilback Pharmaceutical Limited",Bonn,Germany,50.7339,7.0997,Pharmacy,Retail,Lovavatol Azelavarix,Mood Stabilizers,30.0,106,3180.0,November,2018,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Koss   ,McCullough LLC Pharmaceutical Ltd,Lage,Germany,51.9833,8.8,Pharmacy,Retail,Clindaracil,Analgesics,10.0,173,1730.0,November,2018,,Alisha Cordwell,Charlie,Medias,Bajo,0
Gerlach LLC ,Schaefer-Rolfson Pharma Plc,Freiberg,Germany,50.9119,13.3428,Pharmacy,Retail,Bexridol,Antipiretics,50.0,80,4000.0,November,2018,Morris Garcia,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,Hermiston LLC Pharmaceutical Ltd,Weingarten,Germany,,9.6417,Pharmacy,Retail,Apromin,Antiseptics,5.0,375,1875.0,November,2018,Morris Garcia,Tracy Banks,Bravo,Medias,Bajo,0
Koss   ,Crona PLC Pharmaceutical Ltd,Schloß Holte-Stukenbrock,Germany,51.8833,8.6167,Pharmacy,Institution,Temasone Thiobucil,Antimalarial,600.0,482,289200.0,November,2018,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,1
Gerlach LLC ,Zemlak-Witting Pharmaceutical Limited,Plettenberg,Germany,51.2128,7.8715,Hospital,Government,Lioletine Refliruvax,Analgesics,15.0,435,6525.0,November,2018,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Koss   ,Raynor LLC Pharmaceutical Limited,Strausberg,Germany,52.5808,13.8814,Pharmacy,Retail,Quiniprosyn,Antiseptics,20.0,445,8900.0,November,2018,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,"Casper, Hyatt and Jakubowski Pharmaceutical Ltd",Neuburg,Germany,48.7333,,Pharmacy,Institution,Adriacaine,Mood Stabilizers,5.0,361,1805.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Koss   ,Bosco-Marquardt Pharmaceutical Limited,Brandenburg,Germany,52.4117,12.5561,Hospital,Government,Topifribrate,Analgesics,2.0,621,1242.0,November,2018,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,"Koch, Borer and Hagenes Pharmaceutical Ltd",Lauf,Germany,49.5103,11.2772,Hospital,Private,Dantocept Ferurenone,Antiseptics,50.0,307,15350.0,November,2018,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Erdman  ,Koss Ltd Pharmaceutical Ltd,Löhne,Germany,52.2,8.7,Pharmacy,Retail,Symbitrim,Analgesics,15.0,536,,November,2018,,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,"Kshlerin, Ryan and Leuschke ",Goch,Germany,51.6839,,Pharmacy,Institution,Flutacerol,Analgesics,135.0,745,,November,2018,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,1
Gerlach LLC ,Torp-Fisher ,Grevenbroich,Germany,,6.5875,Pharmacy,Institution,Symdocet,Antipiretics,100.0,470,47000.0,November,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,1
Koss   ,"Bernier, Murphy and Rau Pharmaceutical Limited",Oberhausen,Germany,51.4699,6.8514,Hospital,Government,Factofribrate,Mood Stabilizers,220.0,99,21780.0,November,2018,,Britanny Bold,Delta,Altas,Alto,0
Koss   ,"Crist, Wisoky and Nolan Pharm",Bielefeld,Germany,52.0167,8.5333,Hospital,Government,Thalilamide,Antibiotics,10.0,615,6150.0,November,2018,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Torp-Fisher ,Grevenbroich,Germany,51.0883,6.5875,Pharmacy,Institution,Eproline,Antibiotics,10.0,780,7800.0,November,2018,Jessica Smith,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Pfeffer-Kirlin Pharmacy,Ahlen,Germany,51.7633,7.8911,Pharmacy,Institution,Flutacerol,Analgesics,10.0,745,7450.0,November,2018,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Steuber Ltd Pharm,Gera,Germany,50.8782,12.0824,Hospital,Government,Kiovax Tercorolac,Analgesics,100.0,722,72200.0,November,2018,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,1
Gerlach LLC ,Cremin-Zemlak Pharma Plc,Haan,Germany,,7.0131,Pharmacy,Institution,Magneprex,Antimalarial,1.0,187,187.0,November,2018,Anne Wu,Britanny Bold,Delta,Bajas,Bajo,0
Erdman  ,"Cormier, Dietrich and Zulauf Pharmacy",Riesa,Germany,51.3081,13.2939,Pharmacy,Institution,Zyvance,Analgesics,5.0,323,1615.0,November,2018,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Koss   ,"Barrows, Zboncak and Reichert Pharm",Aurich,Germany,53.4714,7.4836,Pharmacy,Institution,Travoloride,Antiseptics,30.0,785,23550.0,November,2018,Alan Ray,James Goodwill,Alfa,Altas,Alto,0
Gerlach LLC ,Roob PLC Pharmaceutical Limited,Frechen,Germany,50.9167,6.8167,Pharmacy,Retail,Halciramine,Antimalarial,23.0,409,9407.0,November,2018,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Koss   ,VonRueden-Adams Pharm,Delitzsch,Germany,51.5264,12.3425,Pharmacy,Retail,Adriacaine,Mood Stabilizers,150.0,361,54150.0,November,2018,Alan Ray,James Goodwill,Alfa,Altas,Alto,1
Koss   ,"Wintheiser, Breitenberg and Gottlieb Pharma Plc",Warstein,Germany,51.45,8.3667,Pharmacy,Institution,Albudazole Erobloc,Antiseptics,10.0,563,5630.0,November,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Bajo,0
Gerlach LLC ,Emard-O'Connell Pharm,Rosenheim,Germany,47.8561,12.1289,Pharmacy,Retail,Ergomethate,Mood Stabilizers,5.0,604,3020.0,November,2018,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Lockman  ,Wolff Group Pharmaceutical Ltd,Alsdorf,Germany,50.8744,6.1615,Hospital,Private,Ultrimax Ultriset,Antiseptics,10.0,269,2690.0,November,2018,Mary Gerrard,,Delta,Medias,Bajo,0
Gerlach LLC ,"Erdman, Senger and Oberbrunner Pharmacy",Straubing,Germany,48.8772,12.5758,Pharmacy,Retail,Agalsiline,Mood Stabilizers,30.0,64,,November,2018,Mary Gerrard,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,Romaguera-Fay Pharmaceutical Ltd,Langen,Germany,49.9893,8.6803,Hospital,Government,Lacoplex Hyaluvance,Mood Stabilizers,2.0,334,668.0,November,2018,Anne Wu,Britanny Bold,Delta,Bajas,Bajo,0
Gerlach LLC ,Romaguera-Fay Pharmaceutical Ltd,Langen,Germany,49.9893,8.6803,Hospital,Government,Diprolimus,Antiseptics,5.0,634,3170.0,November,2018,Sheila Stones,Britanny Bold,Delta,Medias,Bajo,0
Koss   ,Gerlach LLC Pharmacy,Hofheim,Germany,50.0876,8.4447,Pharmacy,Retail,Pitodomide,Antimalarial,,24,120.0,November,2018,Daniel Gates,Alisha Cordwell,Charlie,Bajas,Bajo,0
Lockman  ,Dach Ltd Pharm,Saarlouis,Germany,49.3167,6.75,Pharmacy,Retail,Claripenem,Antibiotics,10.0,448,4480.0,November,2018,Alan Ray,James Goodwill,Alfa,Medias,Bajo,0
Gerlach LLC ,Stanton-Cole Pharmacy,Düren,Germany,50.8,6.4833,Pharmacy,Institution,Tiaracil,Antipiretics,5.0,162,810.0,November,2018,Thompson Crawford,James Goodwill,Alfa,Bajas,Bajo,0
Gerlach LLC ,"Haag, Bradtke and Terry ",Osterholz-Scharmbeck,Germany,53.2269,,Pharmacy,Institution,Topitaine,Mood Stabilizers,10.0,517,5170.0,November,2018,Thompson Crawford,James Goodwill,Alfa,Altas,Bajo,0
Koss   ,Gulgowski-Vandervort Pharma Plc,Oranienburg,Germany,52.7544,13.2369,Pharmacy,Institution,Ribabyclor,Antiseptics,2.0,469,,November,2018,Mary Gerrard,Britanny Bold,Delta,Bajas,Bajo,0
Lockman  ,Sauer-Herzog Pharmacy,Winsen,Germany,53.3667,10.2167,Pharmacy,Retail,Dexmeprazole Transnuvia,Mood Stabilizers,20.0,180,3600.0,November,2018,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,"Kilback, Beer and Batz ",Ratingen,Germany,51.3,6.85,Pharmacy,Institution,Alglutriptan,Analgesics,500.0,301,150500.0,November,2018,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,1
Gerlach LLC ,Gibson-Hill ,Troisdorf,Germany,50.8161,7.1556,Pharmacy,Retail,Alisteride Pemidizem,Antiseptics,50.0,35,,November,2018,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,Roob PLC Pharm,Weiterstadt,Germany,,8.6,Hospital,Government,Ibrulinum,Antipiretics,5.0,190,950.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie,Bajas,Bajo,0
Gerlach LLC ,VonRueden-Adams Pharm,Delitzsch,Germany,51.5264,12.3425,Pharmacy,Retail,Quixitriptan Alanesin,Antiseptics,180.0,79,,November,2018,,Alisha Cordwell,Charlie,Altas,Alto,0
Koss   ,Bosco-Marquardt Pharmaceutical Limited,Brandenburg,Germany,52.4117,12.5561,Hospital,Government,Ampysin,Analgesics,,243,729.0,November,2018,Erica Jones,James Goodwill,Alfa,Bajas,Bajo,0
Gerlach LLC ,Roob PLC Pharmaceutical Limited,Frechen,Germany,50.9167,6.8167,Pharmacy,Retail,Rebedase Aplencor,Mood Stabilizers,10.0,180,1800.0,November,2018,Daniel Gates,Alisha Cordwell,Charlie,Medias,Bajo,0
Gerlach LLC ,"Upton, Abernathy and Goodwin Pharmaceutical Limited",Detmold,Germany,51.9378,8.8833,Hospital,Government,Acelimus,Analgesics,10.0,746,7460.0,November,2018,Steve Pepple,,Bravo,Altas,Alto,0
Gerlach LLC ,Leuschke PLC Pharm,Gaggenau,Germany,48.8039,8.3194,Hospital,Government,Lansopril Acribax,Antipiretics,18.0,492,8856.0,November,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Kozey-Emmerich ,"Gleichner, Bahringer and Morar Pharmacy",Brilon,Germany,51.3956,8.5678,Hospital,Private,Veratorol Ciclovatol,Mood Stabilizers,10.0,154,1540.0,November,2018,Anne Wu,,Delta,Medias,Bajo,0
Gerlach LLC ,"Heathcote, Grant and Witting Pharmaceutical Limited",Balingen,Germany,48.2731,8.8506,Pharmacy,Institution,Flutacerol,Analgesics,20.0,745,14900.0,November,2018,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,Nader-Borer Pharm,Kerpen,Germany,50.8719,6.6961,Hospital,Private,Acantaine,Antibiotics,3.0,66,198.0,November,2018,Thompson Crawford,James Goodwill,Alfa,Bajas,Bajo,0
Gerlach LLC ,"Kirlin, Hamill and Dickinson Pharma Plc",Weißenburg,Germany,49.0306,10.9719,Pharmacy,Retail,Atomorelin,Analgesics,5.0,555,2775.0,November,2018,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,Abernathy and Sons ,Freiburg im Breisgau,Germany,47.9947,7.8497,Pharmacy,Retail,Lovephilus,Analgesics,40.0,582,23280.0,November,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Kozey-Emmerich ,Pfeffer-Hodkiewicz Pharm,Pulheim,Germany,51.0,6.8,Pharmacy,Retail,Stelazolid,Antimalarial,10.0,73,730.0,November,2018,Thompson Crawford,James Goodwill,Alfa,Bajas,Bajo,0
Welch-Langworth ,"Denesik, Walter and Beatty ",Nordhorn,Germany,52.4333,7.0667,Pharmacy,Institution,Trazobalamin,Mood Stabilizers,,762,91440.0,November,2018,Jessica Smith,Britanny Bold,Delta,Altas,Alto,1
Gerlach LLC ,"Harris, Daugherty and Okuneva Pharmaceutical Limited",Meißen,Germany,51.1636,13.4775,Hospital,Government,Doxivorin,Antimalarial,20.0,516,10320.0,November,2018,Alan Ray,James Goodwill,Alfa,Altas,Alto,0
Koss   ,Kling Inc ,Itzehoe,Germany,53.925,9.5164,Hospital,Private,Alpradipine,Analgesics,10.0,445,4450.0,November,2018,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Koss   ,"Bogan, Jacobs and Kris Pharmaceutical Limited",Wetzlar,Germany,50.5667,8.5,Pharmacy,Institution,Menogine,Antiseptics,50.0,742,37100.0,November,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,Mante-Grady Pharma Plc,Sonthofen,Germany,47.5142,10.2817,Hospital,Private,Interfestar,Antibiotics,5.0,62,310.0,November,2018,Sheila Stones,Britanny Bold,Delta,Bajas,Bajo,0
Koss   ,Walsh-Brown Pharma Plc,Osnabrück,Germany,52.2789,8.0431,Pharmacy,Retail,Oxymotroban Fexoformin,Analgesics,5.0,458,2290.0,November,2018,Thompson Crawford,James Goodwill,Alfa,Medias,Bajo,0
Koss   ,"Upton, Abernathy and Goodwin Pharmaceutical Limited",Detmold,Germany,51.9378,8.8833,Hospital,Government,Theopril,Antipiretics,46.0,768,,November,2018,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Koss   ,Kertzmann-Ward Pharmaceutical Limited,Goslar,Germany,51.906,10.4292,Pharmacy,Retail,Cyclovital,Antimalarial,5.0,677,3385.0,November,2018,Mary Gerrard,Britanny Bold,Delta,Medias,Bajo,0
Koss   ,Balistreri Group Pharmacy,Bad Honnef am Rhein,Germany,50.645,7.2269,Pharmacy,Institution,Alpharolac,Antipiretics,60.0,533,31980.0,November,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,"Johns, Mueller and Nitzsche Pharma Plc",Hemer,Germany,,7.7667,Pharmacy,Institution,Saprodeine Zanprosyn,Antibiotics,240.0,215,51600.0,November,2018,Jessica Smith,Britanny Bold,Delta,Altas,Alto,1
Gerlach LLC ,Ondricka-Waters Pharmaceutical Limited,Rinteln,Germany,52.1906,9.0814,Hospital,Government,Antilamin Clinbital,Antibiotics,,664,33200.0,November,2018,,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Powlowski-Buckridge ,Sprockhövel,Germany,51.3614,7.244,Hospital,Government,Victomine,Antimalarial,10.0,705,7050.0,November,2018,Erica Jones,James Goodwill,Alfa,Altas,Alto,0
Gerlach LLC ,Fritsch-Hauck Pharmaceutical Ltd,Fürth,Germany,49.4783,10.9903,Pharmacy,Retail,Cricane Acamsumab,Antiseptics,20.0,22,440.0,November,2018,Mary Gerrard,,Delta,Bajas,Bajo,0
Koss   ,"Herman, Rice and Rippin Pharm",Annaberg-Buchholz,Germany,50.58,13.0022,Pharmacy,Institution,Primatate Univatol,Mood Stabilizers,20.0,172,3440.0,November,2018,Daniel Gates,,Charlie,Medias,Bajo,0
Gerlach LLC ,Denesik-Hintz Pharma Plc,Wiehl,Germany,50.95,7.5333,Pharmacy,Institution,Comzyme,Antibiotics,40.0,114,4560.0,November,2018,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Erdman  ,"Johnson, Friesen and Torphy Pharm",Ravensburg,Germany,47.7831,9.6114,Hospital,Private,Aggretisol,Antimalarial,3.0,262,786.0,November,2018,Jessica Smith,Britanny Bold,Delta,Bajas,Bajo,0
Gerlach LLC ,Walsh-Brown Pharmaceutical Ltd,Bernburg,Germany,51.8,11.7333,Hospital,Private,Atomorelin,Analgesics,20.0,555,,November,2018,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Koss   ,Leannon-West ,Rösrath,Germany,50.9,7.1833,Hospital,Private,Acantaine,Antibiotics,15.0,66,990.0,November,2018,Stella Given,Alisha Cordwell,Charlie,Bajas,Bajo,0
Koss   ,Nader-Gaylord Pharmacy,Backnang,Germany,48.9464,9.4306,Hospital,Private,Betanem,Analgesics,50.0,611,30550.0,November,2018,Erica Jones,,Alfa,Altas,Alto,0
Koss   ,Schimmel-Waelchi Pharma Plc,Garbsen,Germany,52.4183,9.5981,Pharmacy,Institution,Bexridol,Antipiretics,3.0,80,240.0,November,2018,Erica Jones,James Goodwill,Alfa,Bajas,Bajo,0
Gerlach LLC ,Pfannerstill Group Pharmaceutical Limited,Kaarst,Germany,51.2278,6.6273,Pharmacy,Retail,Thionide,Analgesics,20.0,113,2260.0,November,2018,Mary Gerrard,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,Keeling LLC Pharmaceutical Limited,Gelsenkirchen,Germany,51.5167,7.1,Hospital,Government,Kinenadryl,Antipiretics,100.0,782,,November,2018,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,1
Daugherty-Rempel  ,Carter-Conn Pharm,Lemgo,Germany,52.0277,8.9043,Pharmacy,Institution,Benzoprox,Antiseptics,100.0,284,28400.0,November,2018,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Schmitt LLC Pharma Plc,Konstanz,Germany,47.6633,9.1753,Pharmacy,Institution,Victomine,Antimalarial,483.0,705,340515.0,November,2018,Jessica Smith,Britanny Bold,Delta,Altas,Alto,1
Gerlach LLC ,"Torphy, Pfeffer and Jakubowski Pharmaceutical Ltd",Leipzig,Germany,51.35,12.3833,Pharmacy,Retail,Aprerase,Antipiretics,,726,50820.0,November,2018,Jessica Smith,Britanny Bold,Delta,Altas,Alto,1
Kozey-Emmerich ,Cummings LLC ,Schwäbisch Gmünd,Germany,,9.8,Hospital,Government,Allomenda,Antipiretics,,487,2435.0,November,2018,Sheila Stones,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,"Herman, Rice and Rippin Pharm",Annaberg-Buchholz,Germany,50.58,13.0022,Pharmacy,Institution,Aldevac,Analgesics,10.0,26,260.0,November,2018,Mary Gerrard,Britanny Bold,Delta,Bajas,Bajo,0
Koss   ,Buckridge-Strosin Pharma Plc,Neuruppin,Germany,52.9222,12.8,Hospital,Private,Abatatriptan,Antibiotics,5.0,742,3710.0,November,2018,,Alisha Cordwell,Charlie,Medias,Bajo,0
Koss   ,Steuber Ltd Pharm,Gera,Germany,,12.0824,Hospital,Government,Victomax,Analgesics,90.0,623,56070.0,November,2018,Anne Wu,Britanny Bold,Delta,Altas,Alto,1
Gerlach LLC ,Weber Ltd Pharmaceutical Ltd,Merseburg,Germany,51.3544,11.9928,Hospital,Private,Tracdomide,Antipiretics,,548,986400.0,November,2019,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,1
Koss   ,"Kilback, Beer and Batz ",Ratingen,Germany,51.3,6.85,Pharmacy,Institution,Lovepion,Antiseptics,20.0,544,10880.0,November,2019,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,Boyer and Sons ,Greifswald,Germany,54.0833,13.3833,Pharmacy,Institution,Epzipitant,Analgesics,2.0,778,,November,2019,Steve Pepple,,Bravo,Medias,Bajo,0
Gerlach LLC ,Cremin-Zemlak Pharma Plc,Haan,Germany,51.1931,7.0131,Pharmacy,Institution,Eproline,Antibiotics,60.0,780,46800.0,November,2019,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,1
Gerlach LLC ,Konopelski-Blick Pharmaceutical Limited,Bramsche,Germany,52.4089,7.9728,Hospital,Government,Acubulin,Antipiretics,5.0,490,2450.0,November,2019,Jessica Smith,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,Hansen Group Pharmacy,Warendorf,Germany,51.9539,7.9933,Hospital,Government,Vibratosine Alemtrace,Antibiotics,10.0,269,2690.0,November,2019,Erica Jones,,Alfa,Medias,Bajo,0
Gerlach LLC ,"Moen, Murazik and Smith Pharm",Altenburg,Germany,50.985,,Hospital,Government,Megenorphine,Antimalarial,6.0,402,2412.0,November,2019,Alan Ray,James Goodwill,Alfa,Medias,Bajo,0
Gerlach LLC ,Kuhic LLC ,Schleswig,Germany,54.5153,9.5697,Pharmacy,Retail,Sodinel Olofribrate,Antimalarial,10.0,50,500.0,November,2019,Thompson Crawford,James Goodwill,Alfa,Bajas,Bajo,0
Gerlach LLC ,Ward Group Pharm,Mönchengladbach,Germany,51.2,6.4333,Hospital,Private,Malavirine Alimdine,Mood Stabilizers,20.0,767,15340.0,November,2019,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Koch-Osinski Pharmacy,Hamminkeln,Germany,51.7319,6.5908,Pharmacy,Retail,Fosinofen,Antipiretics,30.0,385,11550.0,November,2019,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Koss   ,Raynor-Graham ,Wedel,Germany,53.5833,9.7,Pharmacy,Retail,Ganineva Agenium,Antiseptics,20.0,390,7800.0,November,2019,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,"Buckridge, Hand and Hyatt ",Dinslaken,Germany,51.5667,6.7333,Pharmacy,Institution,Proderal,Antiseptics,154.0,34,5236.0,November,2019,Morris Garcia,Tracy Banks,Bravo,Altas,Bajo,0
Gerlach LLC ,Mraz-Kutch Pharma Plc,Butzbach,Germany,50.4367,,Pharmacy,Retail,Temasone Thiobucil,Antimalarial,10.0,482,4820.0,November,2019,,,Charlie,Medias,Bajo,0
Koss   ,Kunze PLC Pharma Plc,Eisenach,Germany,50.9747,10.3244,Hospital,Government,Cogxone Levanide,Antimalarial,4.0,686,2744.0,November,2019,Erica Jones,James Goodwill,Alfa,Medias,Bajo,0
Erdman  ,"Gerhold, Mills and Effertz ",Ansbach,Germany,49.3,10.5833,Hospital,Government,Diazemid Felcept,Analgesics,256.0,613,156928.0,November,2019,Abigail Thompson,,Bravo,Altas,Alto,1
Gerlach LLC ,Haley PLC Pharmacy,Kassel,Germany,51.3158,9.4979,Pharmacy,Retail,Ultrimax Ultriset,Antiseptics,500.0,269,134500.0,November,2019,Erica Jones,James Goodwill,Alfa,Altas,Alto,1
Erdman  ,"Reynolds, Jast and Mante ",Achern,Germany,48.6314,8.0739,Pharmacy,Retail,Amcibax Amcikeran,Analgesics,48.0,319,15312.0,November,2019,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Koss   ,Gulgowski-Vandervort Pharm,Rathenow,Germany,52.6,12.3333,Hospital,Private,Dantolac Pazocor,Analgesics,5.0,578,2890.0,November,2019,Erica Jones,James Goodwill,Alfa,Medias,Bajo,0
Gerlach LLC ,Gottlieb-Koss Pharmacy,Sangerhausen,Germany,51.4667,11.3,Hospital,Private,Acelimus,Analgesics,3.0,746,2238.0,November,2019,Anne Wu,Britanny Bold,Delta,Medias,Bajo,0
Koss   ,Purdy Ltd Pharm,Korbach,Germany,51.2719,8.8731,Pharmacy,Retail,Exotropin Empizine,Mood Stabilizers,1020.0,785,800700.0,November,2019,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,1
Koss   ,Balistreri Group Pharmacy,Bad Honnef am Rhein,Germany,50.645,7.2269,Pharmacy,Institution,Adriacaine,Mood Stabilizers,,361,,November,2019,Daniel Gates,Alisha Cordwell,Charlie,Medias,Bajo,0
Gerlach LLC ,Wehner-Stehr ,Steinfurt,Germany,52.1504,7.3366,Pharmacy,Institution,Acelimus,Analgesics,3.0,746,2238.0,November,2019,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Koss   ,"Hahn, Rutherford and Gislason Pharmacy",Wolfenbüttel,Germany,52.1622,10.5369,Pharmacy,Retail,Doxivorin,Antimalarial,50.0,516,25800.0,November,2019,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,"Ondricka, Rosenbaum and Beahan Pharm",Iserlohn,Germany,,7.6667,Hospital,Government,Interzide,Antimalarial,8.0,420,3360.0,November,2019,Erica Jones,James Goodwill,Alfa,Medias,Bajo,0
Koss   ,Gottlieb-Cruickshank Pharm,Schwabach,Germany,49.3292,11.0208,Pharmacy,Retail,Biotasol Siloderm,Antiseptics,135.0,373,50355.0,November,2019,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,1
Gerlach LLC ,"Hahn, Rutherford and Gislason Pharmacy",Wolfenbüttel,Germany,52.1622,10.5369,Pharmacy,Retail,Pitodomide,Antimalarial,1.0,24,24.0,November,2019,Steve Pepple,,Bravo,Bajas,Bajo,0
Koss   ,Steuber Ltd Pharmaceutical Limited,Ennepetal,Germany,51.3021,7.3425,Pharmacy,Institution,Dantocept Ferurenone,Antiseptics,400.0,307,122800.0,November,2019,Jessica Smith,Britanny Bold,Delta,Altas,Alto,1
Gerlach LLC ,Fahey-Prosacco Pharmaceutical Limited,Einbeck,Germany,51.8167,9.8667,Pharmacy,Retail,Ceretosine,Antiseptics,5.0,343,1715.0,November,2019,Mary Gerrard,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,Runolfsson-Powlowski Pharmaceutical Limited,Wiesbaden,Germany,50.0825,8.24,Pharmacy,Institution,Abranatal Lysoprosate,Antiseptics,10.0,681,6810.0,November,2019,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Gerlach LLC ,"Nolan, DuBuque and Schultz Pharmacy",Wernigerode,Germany,51.835,10.7853,Pharmacy,Retail,Acubulin,Antipiretics,158.0,490,77420.0,November,2019,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,1
Koss   ,Dach Ltd Pharm,Saarlouis,Germany,49.3167,6.75,Pharmacy,Retail,Diaxolol,Antiseptics,20.0,765,15300.0,November,2019,Jessica Smith,Britanny Bold,Delta,Altas,Alto,0
