Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team,Sales_Level
Gerlach LLC ,Huels-Klein Pharmaceutical Ltd,Helmstedt,Germany,52.2281,11.0106,Pharmacy,Retail,Pitodomide,Antimalarial,10.0,24,240.0,September,2020,Alan Ray,James Goodwill,Alfa,Low
Koss   ,Zemlak Group Pharm,Vechta,Germany,52.7306,8.2886,Hospital,Private,Decidenu Galantrigine,Antipiretics,770.0,590,454300.0,September,2020,Daniel Gates,Alisha Cordwell,Charlie,High
Koss   ,Jacobs-Jones Pharma Plc,Schwedt (Oder),Germany,53.0631,14.2831,Pharmacy,Retail,Nisorase,Antibiotics,160.0,393,62880.0,September,2020,Sheila Stones,Britanny Bold,Delta,High
Koss   ,"Brakus, Rempel and Harber Pharmacy",Fulda,Germany,50.5528,9.6775,Hospital,Private,Fentalac,Antipiretics,330.0,618,203940.0,September,2020,Sheila Stones,Britanny Bold,Delta,High
Gerlach LLC ,Marquardt PLC Pharmaceutical Ltd,Offenburg,Germany,48.4708,7.9408,Hospital,Government,Lansopril Acribax,Antipiretics,300.0,492,147600.0,September,2020,Erica Jones,James Goodwill,Alfa,High
Koss   ,"Blick, Pacocha and Schowalter Pharmaceutical Limited",Delbrück,Germany,51.7667,8.5667,Hospital,Private,Diprolimus,Antiseptics,4.0,634,2536.0,September,2020,Alan Ray,James Goodwill,Alfa,Low
Koss   ,D'Amore and Sons Pharm,Görlitz,Germany,51.1528,14.9872,Pharmacy,Retail,Acycpex,Mood Stabilizers,50.0,510,25500.0,September,2020,Erica Jones,James Goodwill,Alfa,High
Erdman  ,Schaefer Group ,Olpe,Germany,51.0289,7.8514,Pharmacy,Institution,Lovepion,Antiseptics,30.0,544,16320.0,September,2020,Jimmy Grey,Alisha Cordwell,Charlie,Medium
Erdman  ,Heller-Abernathy Pharma Plc,Heide,Germany,54.1961,9.0933,Pharmacy,Retail,Cricane Acamsumab,Antiseptics,3.0,22,66.0,September,2020,Stella Given,Alisha Cordwell,Charlie,Low
Koss   ,Crist Ltd Pharma Plc,Willich,Germany,51.2631,6.5492,Hospital,Government,Albudazole Erobloc,Antiseptics,220.0,563,123860.0,September,2020,Stella Given,Alisha Cordwell,Charlie,High
Gerlach LLC ,"Reynolds, Jast and Mante Pharm",Elmshorn,Germany,53.7547,9.6536,Hospital,Government,Ampinonide,Antimalarial,20.0,248,4960.0,September,2020,Stella Given,Alisha Cordwell,Charlie,Low
Koss   ,Crona Group ,Viersen,Germany,51.2556,6.3917,Hospital,Government,Allomenda,Antipiretics,50.0,487,24350.0,September,2020,Jessica Smith,Britanny Bold,Delta,High
Gerlach LLC ,Schulist LLC Pharmaceutical Limited,Neustadt am Rübenberge,Germany,52.5055,9.4636,Pharmacy,Institution,Zonixamine Immulinum,Analgesics,50.0,298,14900.0,September,2020,Daniel Gates,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,"Blick, Pacocha and Schowalter Pharmacy",Würzburg,Germany,49.7944,9.9294,Hospital,Government,Paronium Atracustone,Analgesics,660.0,414,273240.0,September,2020,Jimmy Grey,Alisha Cordwell,Charlie,High
Koss   ,Jast-Cruickshank Pharmacy,Sankt Ingbert,Germany,49.3,7.1167,Hospital,Government,Atrabicin Alkerotec,Antiseptics,8.0,249,1992.0,September,2020,Daniel Gates,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Gibson-Hill ,Troisdorf,Germany,50.8161,7.1556,Pharmacy,Retail,Lovapur,Mood Stabilizers,30.0,551,16530.0,September,2020,Daniel Gates,Alisha Cordwell,Charlie,Medium
Koss   ,Heller-Abernathy Pharma Plc,Heide,Germany,54.1961,9.0933,Pharmacy,Retail,Penitrana,Analgesics,20.0,179,3580.0,September,2020,Anne Wu,Britanny Bold,Delta,Low
Gerlach LLC ,Parisian Ltd Pharmacy,Hoyerswerda,Germany,51.4331,14.25,Hospital,Private,Allomenda,Antipiretics,48.0,487,23376.0,September,2020,Daniel Gates,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,Gottlieb-Cruickshank Pharm,Schwabach,Germany,49.3292,11.0208,Pharmacy,Retail,Rositroban,Mood Stabilizers,10.0,481,4810.0,September,2020,Abigail Thompson,Tracy Banks,Bravo,Low
Koss   ,"Upton, Abernathy and Goodwin Pharmaceutical Limited",Detmold,Germany,51.9378,8.8833,Hospital,Government,Symbitrim,Analgesics,7.0,536,3752.0,September,2020,Stella Given,Alisha Cordwell,Charlie,Low
Erdman  ,Kreiger Inc ,Burgdorf,Germany,52.45,10.0083,Pharmacy,Retail,Xenaminphen,Antimalarial,20.0,195,3900.0,September,2020,Morris Garcia,Tracy Banks,Bravo,Low
Gerlach LLC ,Kohler-Bednar Pharmaceutical Ltd,Lübeck,Germany,53.8697,10.6864,Hospital,Government,Choriotrisin,Antibiotics,60.0,591,35460.0,September,2020,Daniel Gates,Alisha Cordwell,Charlie,High
Erdman  ,Ondricka-Waters Pharmaceutical Ltd,Bad Oeynhausen,Germany,52.2,8.8,Pharmacy,Institution,Ciclonazol,Antiseptics,100.0,121,12100.0,September,2020,Jessica Smith,Britanny Bold,Delta,Medium
Erdman  ,Prohaska-Kuhic Pharma Plc,Pirmasens,Germany,49.2,7.6,Hospital,Government,Lovepion,Antiseptics,480.0,544,261120.0,September,2020,Stella Given,Alisha Cordwell,Charlie,High
Koss   ,McCullough LLC Pharmaceutical Ltd,Lage,Germany,51.9833,8.8,Pharmacy,Retail,Clinolan Pitoletra,Mood Stabilizers,20.0,130,2600.0,September,2020,Jessica Smith,Britanny Bold,Delta,Low
Gerlach LLC ,Harris-Conroy Pharm,Oelde,Germany,51.8258,8.1436,Pharmacy,Retail,Brimorix Amonine,Antibiotics,5.0,398,1990.0,September,2020,Jimmy Grey,Alisha Cordwell,Charlie,Low
Gerlach LLC ,"Wiegand, Jast and Yost Pharmaceutical Ltd",Ludwigshafen,Germany,49.4811,8.4353,Pharmacy,Institution,Clinolan Pitoletra,Mood Stabilizers,20.0,130,2600.0,September,2020,Sheila Stones,Britanny Bold,Delta,Low
Gerlach LLC ,"Casper, Hyatt and Jakubowski Pharmaceutical Ltd",Neuburg,Germany,48.7333,11.1833,Pharmacy,Institution,Presetron,Mood Stabilizers,10.0,216,2160.0,September,2020,Morris Garcia,Tracy Banks,Bravo,Low
Erdman  ,Paucek PLC ,Espelkamp,Germany,52.3772,8.6328,Pharmacy,Retail,Malavirine Alimdine,Mood Stabilizers,440.0,767,337480.0,September,2020,Jimmy Grey,Alisha Cordwell,Charlie,High
Gerlach LLC ,Koch-Osinski Pharmaceutical Ltd,Sankt Augustin,Germany,50.77,7.1867,Hospital,Private,Ketastadil,Analgesics,3.0,763,2289.0,September,2020,Steve Pepple,Tracy Banks,Bravo,Low
Koss   ,Cassin PLC Pharmaceutical Limited,Weißenfels,Germany,51.2,11.9667,Pharmacy,Retail,Alisteride Pemidizem,Antiseptics,10.0,35,350.0,September,2020,Daniel Gates,Alisha Cordwell,Charlie,Low
Erdman  ,Skiles-McKenzie Pharmacy,Dreieich,Germany,50.0189,8.6961,Hospital,Government,Cortirodine Alimcline,Antipiretics,5.0,128,640.0,September,2020,Sheila Stones,Britanny Bold,Delta,Low
Gerlach LLC ,Barton Ltd Pharm,Rendsburg,Germany,54.3044,9.6644,Pharmacy,Institution,Alpharolac,Antipiretics,10.0,533,5330.0,September,2020,Daniel Gates,Alisha Cordwell,Charlie,Low
Koss   ,"Gleichner, Bahringer and Morar Pharmaceutical Limited",Freising,Germany,48.4028,11.7489,Pharmacy,Institution,Amphesirox,Antiseptics,90.0,25,2250.0,September,2020,Jimmy Grey,Alisha Cordwell,Charlie,Low
Gerlach LLC ,McDermott Inc Pharmacy,Frankenthal,Germany,49.5333,8.35,Hospital,Private,Ibrulinum,Antipiretics,20.0,190,3800.0,September,2020,Alan Ray,James Goodwill,Alfa,Low
Gerlach LLC ,Sipes and Sons Pharmaceutical Limited,Krefeld,Germany,51.3333,6.5667,Pharmacy,Institution,Choriogestrel,Antiseptics,800.0,347,277600.0,September,2020,Daniel Gates,Alisha Cordwell,Charlie,High
Gerlach LLC ,Rutherford and Sons Pharmaceutical Ltd,Dresden,Germany,51.0493,13.7384,Hospital,Private,Lioletine Refliruvax,Analgesics,100.0,435,43500.0,September,2020,Morris Garcia,Tracy Banks,Bravo,High
Koss   ,Schaden-Hirthe ,Kaiserslautern,Germany,49.4447,7.7689,Pharmacy,Institution,Thalilamide,Antibiotics,800.0,615,492000.0,September,2020,Daniel Gates,Alisha Cordwell,Charlie,High
Gerlach LLC ,Doyle-Tillman Pharmaceutical Limited,Zirndorf,Germany,49.45,10.95,Pharmacy,Institution,Panpion,Antiseptics,900.0,692,622800.0,September,2020,Jimmy Grey,Alisha Cordwell,Charlie,High
Gerlach LLC ,Kris LLC Pharmaceutical Limited,Herten,Germany,51.6,7.1333,Hospital,Government,Abilovir Aprotasol,Antipiretics,5.0,269,1345.0,September,2020,Steve Pepple,Tracy Banks,Bravo,Low
Gerlach LLC ,"Rodriguez, Stokes and Dickens Pharma Plc",Sömmerda,Germany,51.1617,11.1169,Hospital,Government,Magneprex,Antimalarial,2.0,187,374.0,September,2020,Erica Jones,James Goodwill,Alfa,Low
Koss   ,"Kshlerin, Ryan and Leuschke Pharm",Rostock,Germany,54.0833,12.1333,Hospital,Private,Neuropogen Empibax,Analgesics,250.0,605,151250.0,September,2020,Abigail Thompson,Tracy Banks,Bravo,High
Koss   ,Lockman-Welch ,Kiel,Germany,54.3233,10.1394,Hospital,Government,Travoloride,Antiseptics,20.0,785,15700.0,September,2020,Stella Given,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,Gleason PLC Pharma Plc,Bad Reichenhall,Germany,47.7247,12.8769,Pharmacy,Retail,Dasagestin,Analgesics,20.0,386,7720.0,September,2020,Stella Given,Alisha Cordwell,Charlie,Low
Koss   ,Gulgowski-Vandervort Pharma Plc,Oranienburg,Germany,52.7544,13.2369,Pharmacy,Institution,Pitodomide,Antimalarial,5.0,24,120.0,September,2020,Morris Garcia,Tracy Banks,Bravo,Low
Erdman  ,Leuschke PLC Pharm,Gaggenau,Germany,48.8039,8.3194,Hospital,Government,Sevoderm,Antipiretics,20.0,663,13260.0,September,2020,Mary Gerrard,Britanny Bold,Delta,Medium
Gerlach LLC ,"Sanford, Franecki and Greenholt Pharmaceutical Ltd",Rheine,Germany,52.2833,7.4333,Pharmacy,Institution,Allomenda,Antipiretics,480.0,487,233760.0,September,2020,Thompson Crawford,James Goodwill,Alfa,High
Gerlach LLC ,"Balistreri, Torp and Gulgowski ",Bietigheim-Bissingen,Germany,48.9667,9.1333,Hospital,Private,Dexmeprazole Transnuvia,Mood Stabilizers,10.0,180,1800.0,September,2020,Daniel Gates,Alisha Cordwell,Charlie,Low
Gerlach LLC ,"Nolan, DuBuque and Schultz ",Oldenburg,Germany,53.1439,8.2139,Hospital,Private,Tetalamide,Antibiotics,2.0,430,860.0,September,2020,Jimmy Grey,Alisha Cordwell,Charlie,Low
Erdman  ,"Kertzmann, Quitzon and Harris ",Greven,Germany,52.0917,7.6083,Hospital,Government,Thalilamide,Antibiotics,3000.0,615,1845000.0,September,2020,Alan Ray,James Goodwill,Alfa,High
Erdman  ,Hermiston and Sons Pharmaceutical Ltd,Geislingen an der Steige,Germany,48.6244,9.8306,Pharmacy,Retail,Aspinavir Silovance,Antibiotics,220.0,549,120780.0,September,2020,Erica Jones,James Goodwill,Alfa,High
Koss   ,"Ondricka, Rosenbaum and Beahan Pharm",Iserlohn,Germany,51.3833,7.6667,Hospital,Government,Cogxone Levanide,Antimalarial,50.0,686,34300.0,September,2020,Morris Garcia,Tracy Banks,Bravo,High
Gerlach LLC ,"Lebsack, Yost and Heller Pharma Plc",Ibbenbüren,Germany,52.2778,7.7167,Pharmacy,Retail,Acantaine,Antibiotics,10.0,66,660.0,October,2017,Abigail Thompson,Tracy Banks,Bravo,Low
Erdman  ,Hill-Daniel ,Derne,Germany,51.6667,7.6167,Hospital,Government,Sevotrana Tiafoxin,Analgesics,10.0,460,4600.0,October,2017,Abigail Thompson,Tracy Banks,Bravo,Low
Erdman  ,"McClure, Zemlak and Dibbert Pharmacy",Beckum,Germany,51.7558,8.0408,Hospital,Private,Aspinavir Silovance,Antibiotics,10.0,549,5490.0,October,2017,Thompson Crawford,James Goodwill,Alfa,Low
Koss   ,Bashirian Group ,Pforzheim,Germany,48.895,8.705,Pharmacy,Institution,Proderal,Antiseptics,2.0,34,68.0,October,2017,Anne Wu,Britanny Bold,Delta,Low
Erdman  ,Erdman PLC Pharma Plc,Freital,Germany,51.0167,13.65,Hospital,Private,Zonixamine Immulinum,Analgesics,20.0,298,5960.0,October,2017,Steve Pepple,Tracy Banks,Bravo,Low
Erdman  ,"Corkery, Trantow and Ferry Pharma Plc",Geesthacht,Germany,53.4381,10.3747,Pharmacy,Institution,Magnemunex,Antiseptics,110.0,689,75790.0,October,2017,Sheila Stones,Britanny Bold,Delta,High
Rohan and Sons  ,Waelchi LLC Pharm,Sinsheim,Germany,49.25,8.8833,Pharmacy,Retail,Cordamectin Actolamin,Antipiretics,3072.0,367,1127424.0,October,2017,Anne Wu,Britanny Bold,Delta,High
Gerlach LLC ,Kozey-Schroeder Pharma Plc,Langenhagen,Germany,52.4394,9.74,Pharmacy,Retail,Acantaine,Antibiotics,150.0,66,9900.0,October,2017,Morris Garcia,Tracy Banks,Bravo,Medium
Koss   ,Pfeffer-Hodkiewicz Pharm,Pulheim,Germany,51.0,6.8,Pharmacy,Retail,Trazozaprine,Mood Stabilizers,5.0,708,3540.0,October,2017,Abigail Thompson,Tracy Banks,Bravo,Low
Gerlach LLC ,"Hills, Stroman and Ernser ",Rheda-Wiedenbrück,Germany,51.8417,8.3,Pharmacy,Retail,Lactubucil,Antipiretics,110.0,585,64350.0,October,2017,Stella Given,Alisha Cordwell,Charlie,High
Gerlach LLC ,Veum and Sons Pharmaceutical Ltd,Dorsten,Germany,51.66,6.964199999999999,Pharmacy,Institution,Hepavice,Mood Stabilizers,2.0,140,280.0,October,2017,Thompson Crawford,James Goodwill,Alfa,Low
Erdman  ,Cremin-Zemlak Pharmaceutical Limited,Cottbus,Germany,51.7606,14.3342,Pharmacy,Institution,Trazobalamin,Mood Stabilizers,10.0,762,7620.0,October,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Erdman  ,Fadel-West Pharmacy,Ditzingen,Germany,48.8264,9.0667,Hospital,Government,Adideine,Mood Stabilizers,100.0,678,67800.0,October,2017,Jimmy Grey,Alisha Cordwell,Charlie,High
Gerlach LLC ,Predovic LLC Pharmaceutical Limited,Ingelheim,Germany,49.9747,8.0564,Pharmacy,Institution,Rebedase Aplencor,Mood Stabilizers,5.0,180,900.0,October,2017,Alan Ray,James Goodwill,Alfa,Low
Koss   ,Reichel Inc Pharm,Schönebeck,Germany,52.0167,11.75,Hospital,Private,Pazofenac,Mood Stabilizers,15.0,123,1845.0,October,2017,Jessica Smith,Britanny Bold,Delta,Low
Gerlach LLC ,Osinski-Botsford Pharm,Meerbusch,Germany,51.2667,6.6667,Pharmacy,Retail,Aciprex,Antipiretics,20.0,421,8420.0,October,2017,Thompson Crawford,James Goodwill,Alfa,Medium
Gerlach LLC ,Nader-Borer Pharmaceutical Limited,Grimma,Germany,51.2386,12.7253,Hospital,Private,Tetratanyl,Antimalarial,117.0,511,59787.0,October,2017,Stella Given,Alisha Cordwell,Charlie,High
Gerlach LLC ,"Armstrong, Medhurst and Bogisich Pharmaceutical Ltd",Waldshut-Tiengen,Germany,47.6231,8.2144,Hospital,Private,Brimorix Amonine,Antibiotics,40.0,398,15920.0,October,2017,Sheila Stones,Britanny Bold,Delta,Medium
Gerlach LLC ,"Crist, Wisoky and Nolan Pharmaceutical Limited",Wermelskirchen,Germany,51.1392,7.2051,Hospital,Government,Feruprazole,Mood Stabilizers,256.0,115,29440.0,October,2017,Morris Garcia,Tracy Banks,Bravo,High
Kozey-Emmerich ,Hill Ltd Pharmaceutical Limited,Augsburg,Germany,48.3717,10.8983,Hospital,Government,Imiformin Transmunex,Antibiotics,294.0,400,117600.0,October,2017,Jimmy Grey,Alisha Cordwell,Charlie,High
Gerlach LLC ,"Yundt, Leuschke and Ward ",Wittlich,Germany,49.9869,6.8897,Pharmacy,Institution,Hepavice,Mood Stabilizers,10.0,140,1400.0,October,2017,Stella Given,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Crona PLC Pharmaceutical Ltd,Schloß Holte-Stukenbrock,Germany,51.8833,8.6167,Pharmacy,Institution,Trazobalamin,Mood Stabilizers,5.0,762,3810.0,October,2017,Steve Pepple,Tracy Banks,Bravo,Low
Erdman  ,Emard-O'Connell Pharm,Rosenheim,Germany,47.85609999999999,12.1289,Pharmacy,Retail,Nevanide Actozide,Antibiotics,72.0,773,55656.0,October,2017,Anne Wu,Britanny Bold,Delta,High
Koss   ,"Hammes, Bashirian and Pacocha ",Aschaffenburg,Germany,49.9757,9.1478,Pharmacy,Institution,Claricriptine Adaferol,Antibiotics,100.0,33,3300.0,October,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Schulist-Zulauf Pharmaceutical Ltd,Kornwestheim,Germany,48.8597,9.185,Pharmacy,Retail,Bexridol,Antipiretics,3.0,80,240.0,October,2017,Sheila Stones,Britanny Bold,Delta,Low
Koss   ,Miller-Satterfield Pharmaceutical Limited,Bad Kissingen,Germany,50.2,10.0667,Pharmacy,Retail,Malaxolol Aeroprosyn,Antiseptics,360.0,502,180720.0,October,2017,Alan Ray,James Goodwill,Alfa,High
Koss   ,Carter-Conn Pharm,Lemgo,Germany,52.0277,8.9043,Pharmacy,Institution,Duraprazole Agalsixolol,Antiseptics,370.0,375,138750.0,October,2017,Anne Wu,Britanny Bold,Delta,High
Gerlach LLC ,Steuber Ltd Pharm,Gera,Germany,50.8782,12.0824,Hospital,Government,Cephovelam,Mood Stabilizers,20.0,542,10840.0,October,2017,Steve Pepple,Tracy Banks,Bravo,Medium
Gerlach LLC ,"Kertzmann, Quitzon and Harris Pharmaceutical Limited",Forst,Germany,51.7333,14.6333,Pharmacy,Retail,Biotasol Siloderm,Antiseptics,100.0,373,37300.0,October,2017,Stella Given,Alisha Cordwell,Charlie,High
Gerlach LLC ,Barrows Inc Pharmaceutical Limited,Speyer,Germany,49.3194,8.4311,Pharmacy,Retail,Menogine,Antiseptics,5.0,742,3710.0,October,2017,Thompson Crawford,James Goodwill,Alfa,Low
Gerlach LLC ,Kris LLC Pharm,Zeitz,Germany,51.0478,12.1383,Pharmacy,Institution,Apromin,Antiseptics,50.0,375,18750.0,October,2017,Morris Garcia,Tracy Banks,Bravo,Medium
Romaguera-Fay  ,"Runolfsson, Swaniawski and Jaskolski Pharmaceutical Limited",Dessau-Roßlau,Germany,51.8333,12.2333,Pharmacy,Institution,Diazemid Felcept,Analgesics,45.0,613,27585.0,October,2017,Alan Ray,James Goodwill,Alfa,High
Rohan and Sons  ,Durgan-Rice Pharmaceutical Ltd,Leichlingen,Germany,51.1167,7.0167,Hospital,Government,Aprerase,Antipiretics,120.0,726,87120.0,October,2017,Erica Jones,James Goodwill,Alfa,High
Kozey-Emmerich ,Legros-Runte Pharmaceutical Limited,Neckarsulm,Germany,49.1917,9.2244,Hospital,Private,Agalsiline,Mood Stabilizers,20.0,64,1280.0,October,2017,Mary Gerrard,Britanny Bold,Delta,Low
Gerlach LLC ,Ritchie-Rodriguez Pharmacy,Herford,Germany,52.1146,8.6734,Pharmacy,Retail,Effidomide Evofribrate,Antiseptics,8.0,612,4896.0,October,2017,Daniel Gates,Alisha Cordwell,Charlie,Low
Koss   ,Doyle-Tillman Pharm,Erftstadt,Germany,50.8167,6.7667,Hospital,Private,Antaparin Varizyme,Mood Stabilizers,30.0,513,15390.0,October,2017,Abigail Thompson,Tracy Banks,Bravo,Medium
Koss   ,Terry-Kub Pharma Plc,Weimar,Germany,50.9833,11.3167,Pharmacy,Retail,Cephovelam,Mood Stabilizers,2.0,542,1084.0,October,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Welch-Langworth ,Waelchi LLC Pharm,Sinsheim,Germany,49.25,8.8833,Pharmacy,Retail,Claricriptine Adaferol,Antibiotics,5.0,33,165.0,October,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Daugherty-Rempel  ,Cremin-Zemlak Pharma Plc,Haan,Germany,51.1931,7.0131,Pharmacy,Institution,Adriafinil Ehtymara,Antiseptics,128.0,535,68480.0,October,2017,Daniel Gates,Alisha Cordwell,Charlie,High
Gerlach LLC ,Wolff Group Pharmaceutical Ltd,Alsdorf,Germany,50.8744,6.1615,Hospital,Private,Fentatrol Rapatelase,Antibiotics,20.0,458,9160.0,October,2017,Erica Jones,James Goodwill,Alfa,Medium
Koss   ,"Moen, Murazik and Smith Pharm",Altenburg,Germany,50.985,12.4333,Hospital,Government,Quiniprosyn,Antiseptics,20.0,445,8900.0,October,2017,Erica Jones,James Goodwill,Alfa,Medium
Gerlach LLC ,Funk and Sons Pharm,Gießen,Germany,50.5833,8.6667,Pharmacy,Institution,Interfeferon Aspipex,Antiseptics,20.0,416,8320.0,October,2017,Alan Ray,James Goodwill,Alfa,Medium
Gerlach LLC ,Sauer and Sons Pharmacy,Hürth,Germany,50.8775,6.8761,Pharmacy,Institution,Sevoderm,Antipiretics,3.0,663,1989.0,October,2017,Mary Gerrard,Britanny Bold,Delta,Low
Kozey-Emmerich ,McKenzie-Zemlak Pharma Plc,Unna,Germany,51.5347,7.6889,Pharmacy,Institution,Symbisine Prednimadin,Mood Stabilizers,600.0,304,182400.0,October,2017,Jimmy Grey,Alisha Cordwell,Charlie,High
Gerlach LLC ,Armstrong Inc Pharma Plc,Passau,Germany,48.5667,13.4667,Pharmacy,Retail,Theopril,Antipiretics,5.0,768,3840.0,October,2017,Abigail Thompson,Tracy Banks,Bravo,Low
Kozey-Emmerich ,"Casper, Hyatt and Jakubowski Pharmacy",Minden,Germany,52.2883,8.9167,Hospital,Government,Ribabyclor,Antiseptics,8.0,469,3752.0,October,2017,Sheila Stones,Britanny Bold,Delta,Low
Kozey-Emmerich ,Senger-Kirlin Pharma Plc,Soest,Germany,51.5711,8.1092,Hospital,Government,Kiovax Tercorolac,Analgesics,1440.0,722,1039680.0,October,2017,Steve Pepple,Tracy Banks,Bravo,High
Gerlach LLC ,Raynor LLC Pharm,Hilden,Germany,51.1714,6.9394,Pharmacy,Retail,Nevanide Actozide,Antibiotics,10.0,773,7730.0,October,2017,Alan Ray,James Goodwill,Alfa,Low
Kozey-Emmerich ,Ondricka Ltd Pharmaceutical Ltd,Bamberg,Germany,49.8917,10.8917,Pharmacy,Institution,Amavirase,Antipiretics,90.0,487,43830.0,October,2017,Abigail Thompson,Tracy Banks,Bravo,High
Welch-Langworth ,Heidenreich Group Pharmacy,Leer,Germany,53.2308,7.4528,Pharmacy,Institution,Penitrana,Analgesics,10.0,179,1790.0,October,2017,Erica Jones,James Goodwill,Alfa,Low
Koss   ,"Barrows, Zboncak and Reichert Pharma Plc",Burg,Germany,52.2725,11.855,Pharmacy,Institution,Symbisine Prednimadin,Mood Stabilizers,60.0,304,18240.0,October,2017,Sheila Stones,Britanny Bold,Delta,Medium
Gerlach LLC ,Hoeger Ltd Pharm,Lennestadt,Germany,51.1236,8.0681,Pharmacy,Retail,Hydroxyprosyn,Antibiotics,25.0,220,5500.0,October,2017,Erica Jones,James Goodwill,Alfa,Low
Gerlach LLC ,Pfeffer-Kirlin Pharmaceutical Limited,Selm,Germany,51.6833,7.4833,Hospital,Private,Imiformin Transmunex,Antibiotics,20.0,400,8000.0,October,2017,Anne Wu,Britanny Bold,Delta,Medium
Gerlach LLC ,Funk and Sons Pharmacy,Friedberg,Germany,48.35,10.9833,Pharmacy,Retail,Alpradipine,Analgesics,100.0,445,44500.0,October,2017,Daniel Gates,Alisha Cordwell,Charlie,High
Koss   ,Hayes-Kilback Pharma Plc,Arnsberg,Germany,51.3967,8.0644,Pharmacy,Institution,Spiroderall,Mood Stabilizers,20.0,653,13060.0,October,2017,Alan Ray,James Goodwill,Alfa,Medium
Gerlach LLC ,Buckridge-Davis Pharmaceutical Limited,Forchheim,Germany,49.7197,11.0581,Hospital,Private,Zonitonin,Antiseptics,6.0,518,3108.0,October,2017,Sheila Stones,Britanny Bold,Delta,Low
Welch-Langworth ,Will and Sons Pharmacy,Suhl,Germany,50.6106,10.6931,Hospital,Private,Raparidol,Mood Stabilizers,10.0,187,1870.0,October,2017,Jessica Smith,Britanny Bold,Delta,Low
Gerlach LLC ,Denesik-Hintz Pharmaceutical Limited,Dülmen,Germany,51.8308,7.2783,Hospital,Government,Zonitonin,Antiseptics,90.0,518,46620.0,October,2017,Abigail Thompson,Tracy Banks,Bravo,High
Welch-Langworth ,Hill-Daniel Pharmaceutical Ltd,Neumünster,Germany,54.0714,9.99,Hospital,Government,Kinovatol,Analgesics,80.0,370,29600.0,October,2017,Anne Wu,Britanny Bold,Delta,High
Gerlach LLC ,"Blick, Pacocha and Schowalter Pharmaceutical Limited",Delbrück,Germany,51.7667,8.5667,Hospital,Private,Lovavatol Azelavarix,Mood Stabilizers,14.0,106,1484.0,October,2017,Abigail Thompson,Tracy Banks,Bravo,Low
Gerlach LLC ,Senger-Kirlin Pharmaceutical Ltd,Friedrichsdorf,Germany,50.2569,8.6418,Hospital,Private,Antilamin Clinbital,Antibiotics,1.0,664,664.0,October,2017,Thompson Crawford,James Goodwill,Alfa,Low
Koss   ,Friesen Group ,Meiningen,Germany,50.55,10.4167,Pharmacy,Retail,Victomine,Antimalarial,2.0,705,1410.0,October,2017,Jessica Smith,Britanny Bold,Delta,Low
Welch-Langworth ,Schaefer-Rolfson Pharma Plc,Freiberg,Germany,50.9119,13.3428,Pharmacy,Retail,Ganineva Agenium,Antiseptics,23.0,390,8970.0,October,2017,Stella Given,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,Crona Group ,Viersen,Germany,51.2556,6.3917,Hospital,Government,Temasone Thiobucil,Antimalarial,45.0,482,21690.0,October,2017,Abigail Thompson,Tracy Banks,Bravo,Medium
Gerlach LLC ,Trantow LLC Pharm,Harsewinkel,Germany,51.9667,8.2331,Pharmacy,Institution,Trazobalamin,Mood Stabilizers,10.0,762,7620.0,October,2017,Daniel Gates,Alisha Cordwell,Charlie,Low
Gerlach LLC ,McDermott Group Pharmacy,Leonberg,Germany,48.8014,9.0131,Hospital,Private,Kiovax Tercorolac,Analgesics,10.0,722,7220.0,October,2017,Stella Given,Alisha Cordwell,Charlie,Low
Gerlach LLC ,"Leuschke, Waters and Schowalter Pharmacy",Salzkotten,Germany,51.6708,8.6047,Hospital,Government,Symbitrim,Analgesics,5.0,536,2680.0,October,2017,Daniel Gates,Alisha Cordwell,Charlie,Low
Koss   ,Schaefer Group Pharmaceutical Ltd,Rodgau,Germany,50.0256,8.8841,Hospital,Government,Lovephilus,Analgesics,10.0,582,5820.0,October,2017,Stella Given,Alisha Cordwell,Charlie,Low
Lockman  ,Beier PLC Pharma Plc,Lampertheim,Germany,49.5942,8.4671,Pharmacy,Institution,Agalsiline,Mood Stabilizers,400.0,64,25600.0,October,2017,Daniel Gates,Alisha Cordwell,Charlie,High
Daugherty-Rempel  ,Weber Ltd Pharmaceutical Ltd,Merseburg,Germany,51.3544,11.9928,Hospital,Private,Ibrulinum,Antipiretics,180.0,190,34200.0,October,2017,Jimmy Grey,Alisha Cordwell,Charlie,High
Erdman  ,Romaguera-Fay Pharmaceutical Ltd,Langen,Germany,49.9893,8.6803,Hospital,Government,Zyvance,Analgesics,10.0,323,3230.0,October,2017,Abigail Thompson,Tracy Banks,Bravo,Low
